============================================================================================
ANSOFT                                                                              06/24/25
S Parameter Plot2                                                                   20:00:33

--------------------------------------------------------------------------------------------
        Freq [GHz]   mag(S(LumpPort_CAP2_south_end,LumpPort_CAP1_south_end)) []
                                                                               
12.000000000000000                                            0.254635666482206
12.002004008016032                                            0.257561757669789
12.004008016032065                                            0.260551503761786
12.006012024048095                                            0.263606911534458
12.008016032064129                                            0.266730068406952
12.010020040080160                                            0.269923146233863
12.012024048096194                                            0.273188405289291
12.014028056112224                                            0.276528198451183
12.016032064128256                                            0.279944975594991
12.018036072144289                                            0.283441288205608
12.020040080160321                                            0.287019794216624
12.022044088176353                                            0.290683263085862
12.024048096192384                                            0.294434581115737
12.026052104208416                                            0.298276757026853
12.028056112224450                                            0.302212927792408
12.030060120240480                                            0.306246364740387
12.032064128256513                                            0.310380479929304
12.034068136272545                                            0.314618832801913
12.036072144288578                                            0.318965137119469
12.038076152304610                                            0.323423268176828
12.040080160320640                                            0.327997270295813
12.042084168336673                                            0.332691364590749
12.044088176352705                                            0.337509956995551
12.046092184368739                                            0.342457646536686
12.048096192384769                                            0.347539233829368
12.050100200400800                                            0.352759729766951
12.052104208416834                                            0.358124364363416
12.054108216432866                                            0.363638595697733
12.056112224448899                                            0.369308118894850
12.058116232464929                                            0.375138875061530
12.060120240480963                                            0.381137060075498
12.062124248496994                                            0.387309133102709
12.064128256513026                                            0.393661824689421
12.066132264529058                                            0.400202144242353
12.068136272545090                                            0.406937386670480
12.070140280561123                                            0.413875137915205
12.072144288577155                                            0.421023279039759
12.074148296593185                                            0.428389988483665
12.076152304609218                                            0.435983742010221
12.078156312625250                                            0.443813309784824
12.080160320641284                                            0.451887749915093
12.082164328657313                                            0.460216397659436
12.084168336673347                                            0.468808849365521
12.086172344689379                                            0.477674940031344
12.088176352705410                                            0.486824713186253
12.090180360721444                                            0.496268381564292
12.092184368737474                                            0.506016276784056
12.094188376753507                                            0.516078785956051
12.096192384769539                                            0.526466272806225
12.098196392785573                                            0.537188980534247
12.100200400801603                                            0.548256913214558
12.102204408817634                                            0.559679692103457
12.104208416833668                                            0.571466382740140
12.106212424849700                                            0.583625288238534
12.108216432865731                                            0.596163703677478
12.110220440881763                                            0.609087626039778
12.112224448897795                                            0.622401413768868
12.114228456913828                                            0.636107389764639
12.116232464929858                                            0.650205381609375
12.118236472945892                                            0.664692193109670
12.120240480961924                                            0.679561001997814
12.122244488977957                                            0.694800680034779
12.124248496993989                                            0.710395034003492
12.126252505010019                                            0.726321969426840
12.128256513026052                                            0.742552583555351
12.130260521042084                                            0.759050200526240
12.132264529058117                                            0.775769369839064
